Instance Name , n, m, served, prof Customer, prof Cust Part, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
ghsarp-10-5-0,10,5,5,75.5076,56.2556,0,40.5306,3,0.01,34.977,Optimal,34.977,34.977,-2.03146e-14,40.5306,1.16873,0.306296,47.918,0.888303
ghsarp-10-5-1,10,5,5,76.8301,56.9875,0,42.0642,3,0.02,34.7658,Optimal,34.7658,34.7658,0,42.0642,1.15566,0.29655,47.382,0.827238
ghsarp-10-5-2,10,5,5,94.7171,66.8861,0,67.0993,3,0.01,27.6178,Optimal,27.6178,27.6178,0,67.0993,1.85907,0.355843,76.222,0.682373
ghsarp-10-5-3,10,5,5,89.5856,64.0464,0,65.2814,3,0.02,24.3042,Optimal,24.3042,24.3042,0,65.2814,1.90571,0.371625,78.134,0.725146
ghsarp-10-5-4,10,5,5,88.1477,63.2507,0,52.3535,3,0.02,35.7942,Optimal,35.7942,35.7942,0,52.3535,1.88976,0.425375,77.48,0.972813
ghsarp-12-6-0,12,6,6,88.2335,66.1921,0,51.589,3,0.02,36.6445,Optimal,36.6445,36.6445,-1.93902e-14,51.589,1.04995,0.221725,43.048,0.605032
ghsarp-12-6-1,12,6,6,87.4074,65.735,0,53.1199,3,0.02,34.2875,Optimal,34.2875,34.2875,0,53.1199,1.92746,0.400176,79.026,1.06107
ghsarp-12-6-2,12,6,6,87.3621,65.7099,0,47.5548,3,0.02,39.8073,Optimal,39.8073,39.8073,0,47.5548,1.49561,0.33078,61.32,0.983007
ghsarp-12-6-3,12,6,6,96.1707,70.5845,0,70.84,3,0.02,25.3307,Optimal,25.3307,25.3307,0,70.84,2.69215,0.467703,110.378,0.976796
ghsarp-12-6-4,12,6,6,88.767,66.4874,0,56.2019,3,0.02,32.5651,Optimal,32.5651,32.5651,-4.36382e-14,56.2019,1.51366,0.30395,62.06,0.764493
ghsarp-6-3-0,6,3,3,57.5974,40.5562,0,35.5221,3,0.01,22.0753,Optimal,22.0753,22.0753,0,35.5221,1.41532,0.490839,58.028,1.02302
ghsarp-6-3-1,6,3,3,46.4507,34.3877,0,24.414,3,0.02,22.0367,Optimal,22.0367,22.0367,-1.61218e-14,24.414,0.706244,0.3078,28.956,0.88893
ghsarp-6-3-2,6,3,3,48.2367,35.3761,0,35.317,3,0.01,12.9198,Optimal,12.9198,12.9198,0,35.317,1.16478,0.405482,47.756,0.848603
ghsarp-6-3-3,6,3,3,54.2272,38.6912,0,31.4888,3,0.01,22.7384,Optimal,22.7384,22.7384,0,31.4888,0.905659,0.339248,37.132,0.774325
ghsarp-6-3-4,6,3,3,62.1953,43.1007,0,39.7201,3,0.01,22.4752,Optimal,22.4752,22.4752,-3.16145e-14,39.7201,1.02785,0.33092,42.142,0.639989
ghsarp-8-4-0,8,4,4,59.7452,44.6388,0,46.2033,3,0.01,13.5419,Optimal,13.5419,13.5419,0,46.2033,1.77132,0.468214,72.624,0.993371
ghsarp-8-4-1,8,4,4,55.996,42.564,0,31.361,3,0.02,24.635,Optimal,24.635,24.635,0,31.361,1.16746,0.389653,47.866,1.17196
ghsarp-8-4-2,8,4,4,64.9755,47.5333,0,37.4081,3,0.01,27.5674,Optimal,27.5674,27.5674,0,37.4081,0.721854,0.217636,29.596,0.548189
ghsarp-8-4-3,8,4,4,70.6941,50.6979,0,43.5372,3,0.01,27.1569,Optimal,27.1569,27.1569,0,43.5372,1.45132,0.398519,59.504,0.883994
