Instance Name , n, m, served, prof Customer, prof Cust Part, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sfsarp-10-5-1,10,5,5,68.0184,52.1112,0,37.5144,3,0.01,30.504,Optimal,30.5041,30.5041,0,37.5144,0.977195,0.267303,40.065,0.845497
sfsarp-10-5-2,10,5,6,72.7616,54.736,0,42.6581,3,0.02,30.1035,Optimal,30.1035,30.1035,-4.72067e-14,42.6581,1.94078,0.483764,79.572,1.35862
sfsarp-10-5-3,10,5,5,46.6501,40.2859,0,21.66,3,0.01,24.99,Optimal,24.99,24.99,0,21.66,0.92261,0.327733,37.827,2.92771
sfsarp-10-5-4,10,5,5,53.239,43.9322,0,19.671,3,0.02,33.568,Optimal,33.568,33.568,0,19.671,0.543951,0.200745,22.302,2.59436
sfsarp-10-5-5,10,5,5,58.1624,46.6568,0,46.4384,3,0.01,11.724,Optimal,11.724,11.724,-7.57574e-14,46.4384,1.53178,0.370987,62.803,0.940357
sfsarp-12-6-1,12,6,6,78.6102,60.8666,0,41.7496,3,0.02,36.8606,Optimal,36.8606,36.8606,-3.8553e-14,41.7496,1.19056,0.282548,48.813,0.980969
sfsarp-12-6-2,12,6,6,101.964,73.7908,0,52.52,3,0.02,49.4444,Optimal,49.4444,49.4444,0,52.52,1.52527,0.318778,62.536,0.85462
sfsarp-12-6-3,12,6,6,75.4481,59.1167,0,31.5261,3,0.02,43.922,Optimal,43.922,43.922,0,31.5261,0.799732,0.217816,32.789,1.19081
sfsarp-12-6-4,12,6,6,92.0435,68.3006,0,55.1733,3,0.01,36.8701,Optimal,36.8701,36.8701,0,55.1733,1.59237,0.323296,65.287,0.827025
sfsarp-12-6-5,12,6,7,65.2882,53.4942,0,33.0147,3,0.02,32.2735,Optimal,32.2735,32.2735,0,33.0147,0.888585,0.231774,36.432,1.18397
sfsarp-6-3-1,6,3,3,37.4176,29.3888,0,21.241,3,0,16.1767,Optimal,16.1767,16.1767,0,21.241,1.06695,0.501801,43.745,1.70373
sfsarp-6-3-2,6,3,3,31.2242,25.9614,0,14.4849,3,0,16.7393,Optimal,16.7393,16.7393,-2.12238e-14,14.4849,0.23422,0.132475,9.603,0.873874
sfsarp-6-3-3,6,3,3,49.1813,35.8988,0,34.1361,3,0.01,15.0451,Optimal,15.0451,15.0451,0,34.1361,1.18251,0.420826,48.483,0.902698
sfsarp-6-3-4,6,3,3,43.2629,32.6235,0,21.1467,3,0,22.1162,Optimal,22.1162,22.1162,0,21.1467,0.582317,0.274517,23.875,0.937341
sfsarp-6-3-5,6,3,3,38.2942,29.8739,0,23.5032,3,0.01,14.7909,Optimal,14.7909,14.7909,0,23.5032,0.658073,0.292972,26.981,0.881905
sfsarp-8-4-1,8,4,4,34.6925,30.7747,0,17.0964,3,0.01,17.5961,Optimal,17.5962,17.5962,0,17.0964,0.438293,0.195682,17.97,1.82758
sfsarp-8-4-2,8,4,4,35.0963,30.9981,0,16.3723,3,0.01,18.724,Optimal,18.724,18.7239,-1.89742e-14,16.3723,0.394366,0.179141,16.169,1.95782
sfsarp-8-4-3,8,4,4,45.2552,36.62,0,23.103,3,0.01,22.1521,Optimal,22.1521,22.1521,0,23.103,0.756146,0.295565,31.002,1.35435
sfsarp-8-4-4,8,4,4,35.8523,31.4165,0,15.7472,3,0.01,20.1051,Optimal,20.1051,20.1051,-3.53414e-14,15.7472,0.569098,0.262464,23.333,3.38176
sfsarp-8-4-5,8,4,4,60.6712,45.1512,0,30.1594,3,0.01,30.5117,Optimal,30.5117,30.5117,0,30.1594,1.235,0.421149,50.635,1.32446
